,newold,stock,sleeps,length,price,location,horsepower
848,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
849,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
850,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
851,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
852,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
853,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
854,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
855,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
856,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
857,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
858,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
859,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
860,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
861,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
862,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
863,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
864,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
865,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
866,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
867,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
868,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
869,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
870,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
871,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
872,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
873,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
874,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
875,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
876,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
877,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
878,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
879,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
880,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
881,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
882,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
883,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
884,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
885,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
886,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
887,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
888,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
889,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
890,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
891,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
892,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
893,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
894,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
895,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
896,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
897,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
898,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
899,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
900,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
901,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
902,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
903,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
904,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
905,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
906,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
907,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
908,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
909,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
910,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
911,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
912,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
913,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
914,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
915,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
916,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
917,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
918,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
919,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
920,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
921,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
922,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
923,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
924,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
925,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
926,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
927,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
928,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
929,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
930,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
931,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
932,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
933,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
934,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
935,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
936,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
937,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
938,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
939,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
940,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
941,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
942,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
943,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
944,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
945,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
946,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
947,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
948,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
949,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
950,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
951,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
952,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
953,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
954,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
955,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
956,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
957,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
958,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
959,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
960,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
961,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
962,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
963,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
964,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
965,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
966,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
967,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
968,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
969,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
970,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
971,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
972,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
973,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
974,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
975,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
976,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
977,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
978,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
979,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
980,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
981,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
982,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
983,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
984,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
985,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
986,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
987,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
988,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
989,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
990,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
991,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
992,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
993,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
994,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
995,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
996,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
997,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
998,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
999,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1000,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1001,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1002,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1003,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1004,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1005,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1006,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1007,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1008,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1009,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1010,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1011,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1012,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1013,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1014,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1015,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1016,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1017,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1018,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1019,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1020,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1021,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1022,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1023,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1024,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1025,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1026,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1027,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1028,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1029,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1030,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1031,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1032,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1033,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1034,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1035,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1036,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1037,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1038,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1039,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1040,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1041,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1042,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1043,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1044,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1045,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1046,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1047,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1048,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1049,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1050,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1051,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1052,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1053,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1054,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1055,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1056,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1057,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1058,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1059,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1060,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1061,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1062,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1063,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1064,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1065,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1066,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1067,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1068,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1069,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1070,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1071,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1072,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1073,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1074,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1075,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1076,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1077,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1078,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1079,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1080,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1081,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1082,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1083,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1084,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1085,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1086,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1087,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1088,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1089,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1090,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1091,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1092,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1093,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1094,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1095,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1096,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1097,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1098,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1099,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1100,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1101,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1102,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1103,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1104,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1105,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1106,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1107,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1108,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1109,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1110,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1111,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1112,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1113,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1114,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1115,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1116,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1117,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1118,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1119,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1120,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1121,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
1122,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
1123,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
1124,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
1125,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
1126,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
1127,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
1128,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
1129,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
1130,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
1131,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1132,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
1133,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
1134,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
1135,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
1136,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
1137,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
1138,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
1139,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
1140,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
1141,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
